UID_01,BIOCHEMICAL,NCI_NAME,BROAD_NAME,FENLAND_METABOLON_NAME,FENLAND_BIOCRATES_NAME,ARIC_NAME1,ARIC_NAME2,UCLEB_NMR_NAME,SHANGHAI_CHD_NAME,HMDB_ID,HMDB_ID1,HMDB_ID2,CHEMICAL_ID,COMP_ID,PUBCHEM,CHEMSPIDER,CHEBI,INCHI,INCHIKEY,CAS,KEGG,SUPER_PATHWAY,SUB_PATHWAY,FLAG
HMDB01857,"1,3-dimethylurate",_1_3_dimethylurate,NA,"1,3-dimethylurate",NA,"1,3-dimethylurate","1,3-dimethylurate",NA,NA,HMDB01857,HMDB01857,NA,100001106,32391,70346,NA,NA,NA,NA,944-73-0,NA,XENOBIOTICS,XANTHINE METABOLISM,NA
HMDB31011,"1,3-dipalmitoylglycerol",_1_3_dipalmitoylglycerol,NA,NA,NA,NA,"1,3-dipalmitoylglycerol",NA,NA,HMDB31011,HMDB31011,NA,1730,35728,68149,NA,NA,NA,NA,26657-95-4,NA,LIPID,DIACYLGLYCEROL,NA
HMDB02712,"1,5-anhydroglucitol (1,5-AG)",_1_5_anhydroglucitol__1_5_ag_,NA,"1,5-anhydroglucitol (1,5-AG)",NA,"1,5-anhydroglucitol (1,5-AG)","1,5-anhydroglucitol (1,5-AG)",NA,"1,5-anhydroglucitol (1,5-AG)",HMDB02712,HMDB02712,NA,100000580,20675,64960,NA,NA,NA,NA,154-58-5,C07326,CARBOHYDRATE,"GLYCOLYSIS, GLUCONEOGENESIS, PYRUVATE METABOLISM",NA
HMDB00640,"1,6-anhydroglucose",_1_6_anhydroglucose,NA,NA,NA,"1,6-anhydroglucose","1,6-anhydroglucose",NA,NA,HMDB00640,HMDB00640,NA,100000939,21049,11412545;2724705,NA,NA,NA,NA,498-07-7,NA,CARBOHYDRATE; XENOBIOTICS,"GLYCOLYSIS, GLUCONEOGENESIS, PYRUVATE METABOLISM; FOOD COMPONENT/PLANT",NA
HMDB11103,"1,7-dimethylurate",_1_7_dimethylurate,NA,"1,7-dimethylurate",NA,"1,7-dimethylurate","1,7-dimethylurate",NA,"1,7-dimethylurate",HMDB11103,HMDB11103,NA,100001399,34400,91611,NA,NA,NA,NA,33868-03-0,C16356,XENOBIOTICS,XANTHINE METABOLISM,NA
CHEM100005372,1-(1-enyl-oleoyl)-GPE (P-18:1)* or 1-oleoylplasmenylethanolamine*,_1__1_enyl_oleoyl__gpe__p_18_ (_1_oleoylplasmenylethanolamin),NA,1-(1-enyl-oleoyl)-GPE (P-18:1)*,NA,NA,1-oleoylplasmenylethanolamine*,NA,NA,NA,NA,NA,100005372,44621,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID; LYSOPLASMALOGEN,NA
CHEM100009014,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,_1__1_enyl_palmitoyl__2_a_gpc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100009014,52689,NA,NA,NA,NA,NA,NA,NA,LIPID,PLASMALOGEN,NA
CHEM100009002,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,_1__1_enyl_palmitoyl__2_a_gpe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100009002,52673,NA,NA,NA,NA,NA,NA,NA,LIPID,PLASMALOGEN,NA
CHEM100009009,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,_1__1_enyl_palmitoyl__2_l_gpc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100009009,52682,NA,NA,NA,NA,NA,NA,NA,LIPID,PLASMALOGEN,NA
CHEM100009069,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,_1__1_enyl_palmitoyl__2_l_gpe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100009069,52677,NA,NA,NA,NA,NA,NA,NA,LIPID,PLASMALOGEN,NA
CHEM100009007,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,_1__1_enyl_palmitoyl__2_o_gpc,NA,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,NA,NA,NA,NA,NA,NA,NA,NA,100009007,52478,NA,NA,NA,NA,NA,NA,NA,LIPID,PLASMALOGEN,NA
CHEM100009005,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,_1__1_enyl_palmitoyl__2_o_gpe,NA,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,NA,NA,NA,NA,NA,NA,NA,NA,100009005,52477,NA,NA,NA,NA,NA,NA,NA,LIPID,PLASMALOGEN,NA
CHEM100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,_1__1_e_p__2_palmitoleoyl_gpc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100009160,52713,NA,NA,NA,NA,NA,NA,NA,LIPID,PLASMALOGEN,NA
CHEM100009162,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,_1__1_e_p__2_palmitoyl_gpc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100009162,52716,11146967,NA,NA,NA,NA,NA,NA,LIPID,PLASMALOGEN,NA
CHEM100002875,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,_1__1_enyl_palmitoyl__gpc__p_,NA,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,NA,NA,NA,NA,NA,NA,NA,NA,100002875,52474,10917802,NA,NA,NA,NA,NA,NA,LIPID,LYSOPLASMALOGEN,NA
CHEM100003000,1-(1-enyl-palmitoyl)-GPE (P-16:0)* or 1-palmitoylplasmenylethanolamine*,_1__1_enyl_palmitoyl__gpe__p_ (_1_palmitoylplasmenylethanola),NA,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,NA,NA,1-palmitoylplasmenylethanolamine*,NA,1-palmitoylplasmenylethanolamine*,NA,NA,NA,100003000,39270,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID; LYSOPLASMALOGEN,NA
HMDB05779,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,_1__1_enyl_stearoyl__2_a_gpe,NA,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,NA,NA,NA,NA,NA,HMDB05779,HMDB05779,NA,100008999,52475,9547058,NA,NA,NA,NA,NA,NA,LIPID,PLASMALOGEN,NA
CHEM100009004,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,NA,NA,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,NA,NA,NA,NA,NA,NA,NA,NA,100009004,52476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHEM100009225,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,_1__1_enyl_stearoyl__2_l_gpe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100009225,52748,NA,NA,NA,NA,NA,NA,NA,LIPID,PLASMALOGEN,NA
CHEM100008919,1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),_1__1_enyl_stearoyl__2_o_gpe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100008919,52614,NA,NA,NA,NA,NA,144371-68-6,NA,LIPID,PLASMALOGEN,NA
CHEM100003001,1-(1-enyl-stearoyl)-GPE (P-18:0)* or 1-stearoylplasmenylethanolamine*,_1__1_enyl_stearoyl__gpe__p_1 (_1_stearoylplasmenylethanolam),NA,1-(1-enyl-stearoyl)-GPE (P-18:0)*,NA,NA,1-stearoylplasmenylethanolamine*,NA,NA,NA,NA,NA,100003001,39271,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID; LYSOPLASMALOGEN,NA
COMP34417,1-O-hexadecylglycerophosphocholine,NA,NA,NA,NA,1-O-hexadecylglycerophosphocholine,NA,NA,NA,NA,NA,NA,NA,34417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB10395,1-arachidonoyl-GPC (20:4n6) or 1-arachidonoylglycerophosphocholine (20:4n6)*,_1_arachidonoyl_gpc__20_4n6_ (_1_arachidonoylglycerophoscho),C20:4 LPC,1-arachidonoyl-GPC (20:4)*,NA,1-arachidonoylglycerophosphocholine*,1-arachidonoylglycerophosphocholine (20:4n6)*,NA,1-arachidonoylglycerophosphocholine*,HMDB10395,HMDB10395,NA,100001551,33228;34061,NA,NA,NA,NA,NA,NA,C05208,LIPID,LYSOLIPID,NA
HMDB11517,1-arachidonoyl-GPE (20:4n6)* or 1-arachidonoylglycerophosphoethanolamine*,_1_arachidonoyl_gpe__20_4n6_ (_1_arachidonoylglycerophoseth),C20:4 LPE,1-arachidonoyl-GPE (20:4)*,NA,1-arachidonoylglycerophosphoethanolamine*,1-arachidonoylglycerophosphoethanolamine*,NA,1-arachidonoylglycerophosphoethanolamine*,HMDB11517,HMDB11517,NA,100001571,35186,42607465,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
HMDB61690,1-arachidonoyl-GPI (20:4)* or 1-arachidonoylglycerophosphoinositol*,_1_arachidonoyl_gpi__20_4_ (_1_arachidonoylglycerophosino),NA,1-arachidonoyl-GPI (20:4)*,NA,1-arachidonoylglycerophosphoinositol*,1-arachidonoylglycerophosphoinositol*,NA,1-arachidonoylglycerophosphoinositol*,HMDB61690,HMDB61690,NA,100001654,34214,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100004442,1-arachidonoylglyercophosphate or 1-arachidonoyl LPA,_1_arachidonoylglyercophospha (_1_arachidonoyl_lpa),NA,1-arachidonoyl-GPA (20:4),NA,NA,1-arachidonoylglyercophosphate,NA,NA,NA,NA,NA,100004442,42768;46325,NA,NA,NA,NA,NA,799268-65-8,NA,LIPID,LYSOLIPID,NA
HMDB11572,1-arachidonylglycerol or 1-arachidonylglycerol (20:4),_1_arachidonylglycerol (_1_arachidonylglycerol__20_4_),NA,1-arachidonylglycerol (20:4),NA,NA,1-arachidonylglycerol,NA,NA,HMDB11572,HMDB11572,NA,100001433,34397,5282281,NA,NA,NA,NA,35474-99-8,C13857,LIPID,MONOACYLGLYCEROL,NA
HMDB10390,1-arachidoylglycerophosphocholine (20:0),_1_arachidoylglycerophosphoch,NA,1-arachidoyl-GPC (20:0),NA,NA,1-arachidoylglycerophosphocholine (20:0),NA,1-arachidoylglycerophosphocholine,HMDB10390,HMDB10390,NA,100001384,35623;45456,24779473,NA,NA,NA,NA,NA,C04230,LIPID,LYSOLIPID,NA
CHEM100006121,"1-dihomo-linolenylglycerol (20:3) or 1-dihomo-linolenylglycerol (alpha, gamma)",_1_dihomo_linolenylglycerol__,NA,"1-dihomo-linolenylglycerol (alpha, gamma)",NA,NA,"1-dihomo-linolenylglycerol (alpha, gamma)",NA,NA,NA,NA,NA,100006121,48341,NA,NA,NA,NA,NA,NA,NA,LIPID,MONOACYLGLYCEROL,NA
HMDB11587,1-docosahexaenoylglycerol (1-monodocosahexaenoin),_1_docosahexaenoylglycerol,NA,1-docosahexaenoylglycerol (22:6),NA,NA,1-docosahexaenoylglycerol,NA,NA,HMDB11587,HMDB11587,NA,100001481,35153;52402,NA,NA,NA,NA,NA,NA,NA,LIPID,MONOACYLGLYCEROL,NA
CHEM100001566,1-docosahexaenoylglycerophosphocholine (22:6n3)*,_1_docosahexaenoylglycerophos,NA,1-docosahexaenoyl-GPC (22:6)*,NA,1-docosahexaenoylglycerophosphocholine*,1-docosahexaenoylglycerophosphocholine (22:6n3)*,NA,1-docosahexaenoylglycerophosphocholine*,NA,NA,NA,100001566,33822,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100002060,1-docosahexaenoylglycerophosphoethanolamine* (X - 12644),_1_docosahexaenoylglyceropeth (x_12644),NA,1-docosahexaenoyl-GPE (22:6)*,NA,X - 12644,1-docosahexaenoylglycerophosphoethanolamine*,NA,1-docosahexaenoylglycerophosphoethanolamine,NA,NA,NA,100002060,44633;34244,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100005673,1-docosapentaenoyl-GPC (22:5n6)*,NA,NA,1-docosapentaenoyl-GPC (22:5n6)*,NA,NA,1-docosapentaenoylglycerophosphocholine (22:5n6)*,NA,NA,NA,NA,NA,100005673,45675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHEM100002063,1-docosapentaenoylglycerophosphocholine (22:5)*,_1_docosapentaenoylglyceropho,NA,1-docosapentaenoyl-GPC (22:5n3)*,NA,1-docosapentaenoylglycerophosphocholine*,1-docosapentaenoylglycerophosphocholine (22:5n3)*,NA,1-docosapentaenoylglycerophosphocholine*,NA,NA,NA,100002063,37231,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100001553,1-eicosadienoylglycerophosphocholine* (1-dihomo-linoleoylglycerophosphocholine (20:2n6)*),_1_eicosadienoylglycerophosph (_1_dihomo_linoleoylglyceropho),NA,1-dihomo-linoleoyl-GPC (20:2)*,NA,1-eicosadienoylglycerophosphocholine*,1-dihomo-linoleoylglycerophosphocholine (20:2n6)*,NA,1-eicosadienoylglycerophosphocholine*,NA,NA,NA,100001553,33871,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100005351,1-eicosapentaenoylglycerophosphocholine (20:5n3)*,_1_eicosapentaenoylglyceropho,NA,1-eicosapentaenoyl-GPC (20:5)*,NA,NA,1-eicosapentaenoylglycerophosphocholine (20:5n3)*,NA,NA,NA,NA,NA,100005351,44563,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100004552,1-eicosapentaenoylglycerophosphoethanolamine*,_1_eicosapentaenoylglyceropet,NA,1-eicosapentaenoyl-GPE (20:5)*,NA,NA,1-eicosapentaenoylglycerophosphoethanolamine*,NA,NA,NA,NA,NA,100004552,44626;47888,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100001552,1-eicosatrienoylglycerophosphocholine (20:3)*,_1_eicosatrienoylglycerophosp,NA,1-eicosatrienoyl-GPC (20:3)*,NA,1-eicosatrienoylglycerophosphocholine*,1-eicosatrienoylglycerophosphocholine (20:3)*,NA,1-eicosatrienoylglycerophosphocholine*,NA,NA,NA,100001552,33821,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100005371,1-eicosatrienoylglycerophosphoethanolamine*,_1_eicosatrienoylglyceroppeth,NA,1-eicosatrienoyl-GPE (20:3)*,NA,NA,1-eicosatrienoylglycerophosphoethanolamine*,NA,NA,NA,NA,NA,100005371,44630,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100005352,1-eicosenoylglycerophosphocholine (20:1n9)*,_1_eicosenoylglycerophosphoch,NA,1-eicosenoyl-GPC (20:1)*,NA,NA,1-eicosenoylglycerophosphocholine (20:1n9)*,NA,NA,NA,NA,NA,100005352,44560,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100005376,1-eicosenoylglycerophosphoethanolamine (20:1n9)*,_1_eicosenoylglycerophosphoet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100005376,44628,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
HMDB12108,1-heptadecanoylglycerophosphocholine (1-margaroylglycerophosphocholine (17:0)),_1_heptadecanoylglycerophosph (_1_margaroylglycerophosphocho),NA,1-margaroyl-GPC (17:0),lysoPhosphatidylcholine a C17:0,1-heptadecanoylglycerophosphocholine,1-margaroylglycerophosphocholine (17:0),NA,1-heptadecanoylglycerophosphocholine,HMDB12108,HMDB12108,NA,100001264,33957;44682,24779463,NA,NA,"InChI=1S/C25H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h24,27H,5-23H2,1-4H3/t24-/m1/s1",SRRQPVVYXBTRQK-XMMPIXPASA-N,50930-23-9,C04230,LIPID,LYSOLIPID,NA
CHEM100002171,1-heptadecanoylglycerophosphoethanolamine* (1-margaroylglycerophosphoethanolamine*),_1_heptadecanoylglyceropea (_1_margaroylglycerophosphoeth),NA,1-margaroyl-GPE (17:0)*,NA,NA,NA,NA,NA,NA,NA,NA,100002171,37419,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100002394,1-hydroxy-2-naphthalenecarboxylate,_1_hydroxy_2_naphthalenecarbo,NA,1-hydroxy-2-naphthalenecarboxylate,NA,NA,NA,NA,NA,NA,NA,NA,100002394,38140,6844,NA,NA,NA,NA,86-48-6,C03203,XENOBIOTICS,DRUG,NA
CHEM100002873,1-lignoceroyl-GPC (24:0),_1_lignoceroyl_gpc__24_0_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100002873,49617,NA,NA,NA,NA,NA,325171-59-3,NA,LIPID,LYSOLIPID,NA
CHEM100005350,1-linolenoyl-GPC (18:3)* or 1-linolenoylglycerophosphocholine (18:3n3)*,_1_linolenoylglycerophosphoch,NA,1-linolenoyl-GPC (18:3)*,NA,NA,1-linolenoylglycerophosphocholine (18:3n3)*,NA,NA,NA,NA,NA,100005350,44562;45951,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
HMDB11569,1-linolenoylglycerol (1-gamma-linolenoylglycerol),_1_linolenoylglycerol (_1_gamma_linolenoylglycerol),NA,1-linolenoylglycerol (18:3),NA,NA,NA,NA,NA,HMDB11569,HMDB11569,NA,100001435,34393,53480978,NA,NA,NA,NA,NA,NA,LIPID,MONOACYLGLYCEROL,NA
CHEM100005714,1-linolenoylglycerophosphoethanolamine (18:3n3)*,_1_linolenoylglycerophosphoet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100005714,45976,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100009131,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,_1_linoleoyl_2_a_gpc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100009131,52710,NA,NA,NA,NA,NA,NA,NA,LIPID,PHOSPHOLIPID METABOLISM,NA
CHEM100009222,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,_1_linoleoyl_2_a_gpe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100009222,53189,NA,NA,NA,NA,NA,NA,NA,LIPID,PHOSPHOLIPID METABOLISM,NA
COMP53211,1-linoleoyl-2-docosapentaenyol-GPC (18:2/22:5n3)*,_1_linoleoyl_2_docosapent_gpc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53211,NA,NA,NA,NA,NA,NA,NA,LIPID,PHOSPHOLIPID METABOLISM,NA
CHEM100009343,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,_1_linoleoyl_2_linolenoyl_gpc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100009343,53176,NA,NA,NA,NA,NA,NA,NA,LIPID,PHOSPHOLIPID METABOLISM,NA
HMDB07856,1-linoleoyl-GPA (18:2)*,_1_linoleoyl_gpa__18_2_,NA,NA,NA,NA,NA,NA,NA,HMDB07856,HMDB07856,NA,100009082,52690,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
HMDB10386,1-linoleoyl-GPC (18:2) or 1-linoleoylglycerophosphocholine (18:2n6),_1_linoleoyl_gpc__18_2_ (_1_linoleoylglycerophosphocho),C18:2 LPC,1-linoleoyl-GPC (18:2),lysoPhosphatidylcholine a C18:2,1-linoleoylglycerophosphocholine,1-linoleoylglycerophosphocholine (18:2n6),NA,1-linoleoylglycerophosphocholine,HMDB10386,HMDB10386,NA,100001395,34419,11988421,NA,NA,"InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3/b10-9-,13-12-/t25-/m1/s1",SPJFYYJXNPEZDW-FTJOPAKQSA-N,NA,C04100,LIPID,LYSOLIPID,NA
HMDB11507,1-linoleoyl-GPE (18:2)* or 1-linoleoylglycerophosphoethanolamine*,_1_linoleoyl_gpe__18_2_ (_1_linoleoylglycerophosphoeth),C18:2 LPE,1-linoleoyl-GPE (18:2)*,NA,1-linoleoylglycerophosphoethanolamine*,1-linoleoylglycerophosphoethanolamine*,NA,1-linoleoylglycerophosphoethanolamine*,HMDB11507,HMDB11507,NA,100001570,32635;36600,52925130,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100009227,1-linoleoyl-GPG (18:2)*,_1_linoleoyl_gpg__18_2_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100009227,54885,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100001778,1-linoleoyl-GPI (18:2)* or 1-linoleoylglycerophosphoinositol*,_1_linoleoylglycerophosphoino,NA,1-linoleoyl-GPI (18:2)*,NA,NA,1-linoleoylglycerophosphoinositol*,NA,NA,NA,NA,NA,100001778,36594,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100001040,1-linoleoylglycerol (1-monolinolein) or 1-linoleoylglycerol (18:2),_1_linoleoylglycero (_1_linoleoylglycerol__18_2_),NA,1-linoleoylglycerol (18:2),NA,1-linoleoylglycerol (1-monolinolein),1-linoleoylglycerol (1-monolinolein),NA,NA,NA,NA,NA,100001040,27447;52388,5283469,NA,NA,NA,NA,2277-28-3,NA,LIPID,MONOACYLGLYCEROL,NA
CHEM100009037,1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*,NA,NA,1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*,NA,NA,NA,NA,NA,NA,NA,NA,100009037,52500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHEM100009036,1-margaroyl-2-oleoyl-GPC (17:0/18:1)*,NA,NA,1-margaroyl-2-oleoyl-GPC (17:0/18:1)*,NA,NA,NA,NA,NA,NA,NA,NA,100009036,52499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP33507,1-methyl-2-piperidinecarboxylic acid (X - 12092),_1_methyl_2_piperidinecarboxy,NA,NA,NA,X - 12092,NA,NA,X - 12092,NA,NA,NA,NA,33507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMP42938_43449,1-methyl-beta-carboline-3-carboxylic acid,_1_methyl_beta_carboline_3_ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42938;43449,5406157,NA,NA,NA,NA,22329-38-0,NA,XENOBIOTICS,FOOD COMPONENT/PLANT,NA
HMDB01522,1-methylguanidine,_1_methylguanidine,NA,NA,NA,NA,NA,NA,NA,HMDB01522,HMDB01522,NA,100000715,48114,10111,NA,NA,NA,NA,22661-87-6,C02294,AMINO ACID,GUANIDINO AND ACETAMIDO METABOLISM,NA
HMDB00898,1-methylhistamine,NA,1-methylhistamine,NA,NA,NA,NA,NA,NA,HMDB00898,HMDB00898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB00001,1-methylhistidine,_1_methylhistidine,NA,1-methylhistidine,NA,NA,1-methylhistidine,NA,NA,HMDB00001,HMDB00001,NA,100001051,30460,9.21E+11,NA,NA,NA,NA,332-80-9,C01152,AMINO ACID,HISTIDINE METABOLISM,NA
HMDB02820,1-methylimidazoleacetate,_1_methylimidazoleacetate,NA,1-methylimidazoleacetate,NA,NA,1-methylimidazoleacetate,NA,NA,HMDB02820,HMDB02820,NA,100001208,32350,75810,NA,NA,NA,NA,2625-49-2,C05828,AMINO ACID,HISTIDINE METABOLISM,NA
HMDB00699,1-methylnicotinamide,_1_methylnicotinamide,1-methylnicotinamide,1-methylnicotinamide,NA,NA,1-methylnicotinamide,NA,NA,HMDB00699,HMDB00699,NA,55,27665,10129985,NA,NA,NA,NA,1005-24-9,C02918,COFACTORS AND VITAMINS,NICOTINATE AND NICOTINAMIDE METABOLISM,NA
HMDB03099,1-methylurate,_1_methylurate,NA,1-methylurate,NA,1-methylurate,1-methylurate,NA,NA,HMDB03099,HMDB03099,NA,100001400,34395,69726,NA,NA,NA,NA,708-79-2,C16359,XENOBIOTICS,XANTHINE METABOLISM,NA
HMDB10738,1-methylxanthine,_1_methylxanthine,NA,1-methylxanthine,NA,1-methylxanthine,1-methylxanthine,NA,NA,HMDB10738,HMDB10738,NA,100001405,34389,80220,NA,NA,NA,NA,6136-37-4,C16358,XENOBIOTICS,XANTHINE METABOLISM,NA
CHEM100002858,1-myristoleoylglycerophosphocholine (14:1) *,_1_myristoleoylglycerophospho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100002858,45956,NA,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100000672,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),NA,NA,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),NA,NA,NA,NA,NA,NA,NA,NA,100000672,19258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB11561,1-myristoylglycerol (1-monomyristin) or 1-myristoylglycerol (14:0),_1_myristoylglycerol (_1_myristoylglycerol__14_0_),NA,1-myristoylglycerol (14:0),NA,NA,1-myristoylglycerol (1-monomyristin),NA,NA,HMDB11561,HMDB11561,NA,100001618,35625,79050,NA,NA,NA,NA,75685-84-6,C01885,LIPID,MONOACYLGLYCEROL,NA
HMDB10379,1-myristoylglycerophosphocholine (14:0),_1_myristoylglycerophosphocho,C14:0 LPC,1-myristoyl-GPC (14:0),NA,1-myristoylglycerophosphocholine,1-myristoylglycerophosphocholine (14:0),NA,1-myristoylglycerophosphocholine,HMDB10379,HMDB10379,NA,100001383,35626;45453,460604,NA,NA,NA,NA,20559-16-4,C04230,LIPID,LYSOLIPID,NA
HMDB11500,1-myristoylglycerophosphoethanolamine,_1_myristoylglycerophosphoeth,NA,NA,NA,NA,NA,NA,NA,HMDB11500,HMDB11500,NA,NA,35627,9547070,NA,NA,NA,NA,NA,NA,LIPID,LYSOLIPID,NA
CHEM100005353,1-nonadecanoylglycerophosphocholine(19:0)*,_1_nonadecanoylglycerophospho,NA,NA,NA,NA,1-nonadecanoylglycerophosphocholine(19:0),NA,NA,NA,NA,NA,100005353,44561;47087,NA,NA,NA,NA,NA,108273-88-7,NA,LIPID,LYSOLIPID,NA
CHEM100008981,1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,_1_oleoyl_2_linoleoyl_gpc__18,NA,1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,NA,NA,NA,NA,NA,NA,NA,NA,100008981,52453,NA,NA,NA,NA,NA,NA,NA,LIPID,PHOSPHOLIPID METABOLISM,NA
HMDB05349,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,_1_oleoyl_2_linoleoyl_gpe__18,NA,NA,NA,NA,NA,NA,NA,HMDB05349,HMDB05349,NA,100009078,52687,9546753,NA,NA,NA,NA,NA,NA,LIPID,PHOSPHOLIPID METABOLISM,NA
COMP52451,1-oleoyl-2-linoleoyl-GPI (18:1/18:2)*,_1_oleoyl_2_linoleoyl_gpi__18,NA,1-oleoyl-2-linoleoyl-GPI (18:1/18:2)*,NA,NA,NA,NA,NA,NA,NA,NA,100008979,52451,NA,NA,NA,NA,NA,NA,NA,LIPID,PHOSPHOLIPID METABOLISM,NA
